anno;ats_struttura;codice_struttura_di_ricovero;descrizione_struttura_di_ricovero;coordinata_geografica_x;coordinata_geografica_y;codice_disciplina;descrizione_disciplina;tipologia_assistenza;tipo_drg;codice_drg;descrizione_drg;codice_acc_di_diagnosi;descrizione_acc_di_diagnosi;codice_mdc;descrizione_mdc;totale_ricoveri;ricoveri_do;ricoveri_ordinari_01_giorni;ricoveri_dh;ricoveri_ds;giornate_degenza_do;accessi_dh;accessi_ds;giornate_degenza_totali;dimissioni_volontarie;trasferimenti;ricoveri_ripetuti;ritorni_in_sala_operatoria
2012;322 - ATS DELL'INSUBRIA;030008-00;OSP. GENERALE PROVINCIALE - SARONNO;45.62782133;9.040169373;8;CARDIOLOGIA;A;C;555;INT SISTEMA CARDIOVASC VIA PERCUTANEA CON DIAGNOSI CARDIOVASCOLARE MAGGIORE;100;INFARTO MIOCARDICO ACUTO;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;49;49;0;0;0;566;0;0;566;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030057-00;PRESIDIO OSPED. MACEDONIO MELLONI-MILANO;45.4666791;9.219506903;37;OSTETRICIA E GINECOLOGIA;A;C;151;LISI DI ADERENZE PERITONEALI SENZA CC;155;ALTRI DISTURBI GASTROINTESTINALI;6;MALATTIE E DISTURBI APPARATO DIGERENTE;3;3;0;0;0;16;0;0;16;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030931-00;ISTITUTO SCIENTIFICO MEDEA-BOSISIO P.;45.79546639;9.286068367;56;RECUPERO E RIABILITAZIONE FUNZIONALE;R;M;12;MAL. DEGENERATIVE SIST. NERVOSO;113;POSTUMI DELLE MALATTIE CEREBROVASCOLARI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;4;0;0;4;0;0;8;0;8;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030903-00;"OSPEDALE DI CIRCOLO ""A. MANZONI"" - LECCO";45.85324969;9.412681005;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;210;INT.ANCA,FEMORE ESCL.ARTICOL.MAGG.,ETA'>17 CON CC;237;COMPLICAZIONI DI DISPOSITIVI, IMPIANTI E INNESTI;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;4;4;0;0;0;79;0;0;79;0;0;0;0
2012;326 - ATS DI BRESCIA;030156-00;OSPEDALE DI DESENZANO;45.4098217;10.56462005;68;PNEUMOLOGIA;A;M;88;MALATTIA POLMONARE CRONICO-OSTRUTTIVA;127;MALATTIE POLMONARI CRONICHE OSTRUTTIVE E BRONCHIECTASIE;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;117;117;0;0;0;1093;0;0;1093;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030068-00;PRESIDIO OSPEDALIERO DI DESIO;45.62966255;9.197498905;39;PEDIATRIA;A;M;190;ALTRE DIA. APP. DIGERENTE, ET{  < 18;143;ERNIA ADDOMINALE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;0;0;0;4;0;0;4;0;0;0;0
2012;327 - ATS DELLA VAL PADANA;030273-00;PRESIDIO OSPEDALIERO OGLIO PO;44.97344044;10.46574666;9;CHIRURGIA GENERALE;A;C;570;INT MAGG SU INTESTINO CRASSO E TENUE CON CC SENZA DIA GASTROINTESTINALE MAGG;15;TUMORI MALIGNI DEL RETTO E DELL'ANO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;0;0;0;34;0;0;34;0;0;0;0
2012;325 - ATS DI BERGAMO;030905-00;OSPEDALI RIUNITI - BERGAMO;45.68701679;9.63853045;11;CHIRURGIA PEDIATRICA;A;M;186;MAL.DENTI,BOCCA ESCL. ESTRAZ. E RIPARAZ.,ETA' < 18;235;FERITE APERTE DI TESTA, COLLO E TRONCO;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;4;4;4;0;0;4;0;0;4;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030085-00;CAUSA PIA OSPITALIERA UBOLDO-CERNUSCO SN;45.52331438;9.328467624;9;CHIRURGIA GENERALE;A;M;207;MAL. VIE BILIARI CON CC;149;MALATTIE DELLE VIE BILIARI;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;9;9;0;0;0;160;0;0;160;0;0;0;0
2013;326 - ATS DI BRESCIA;030906-00;PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;45.55518065;10.23255305;26;MEDICINA GENERALE;A;M;122;MAL.CARDIOVASC. CON IMA SENZA CC CARD.,VIVI;100;INFARTO MIOCARDICO ACUTO;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;11;11;0;0;0;137;0;0;137;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030068-00;PRESIDIO OSPEDALIERO DI DESIO;45.62966255;9.197498905;26;MEDICINA GENERALE;A;M;82;NEOPLASIE APP. RESPIRATORIO;19;TUMORI MALIGNI DEI BRONCHI E DEI POLMONI;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;30;29;1;1;0;349;4;0;353;0;0;0;0
2012;323 - ATS DELLA MONTAGNA;030035-00;C.O.F. LANZO HOSPITAL S.P.A.;45.99845593;9.0548113;56;RECUPERO E RIABILITAZIONE FUNZIONALE;R;M;16;MAL. CEREBROVASCOLARI ASPECIFICHE CON CC;111;ALTRE E MAL DEFINITE VASCULOPATIE CEREBRALI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;32;32;0;0;0;745;0;0;745;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030914-00;OSPEDALE S. PAOLO - MILANO;45.43323243;9.15820984;43;UROLOGIA;A;M;323;CALCOLOSI URINARIA CON CC E/O LITOTRIPSIA (ESWL);160;CALCOLOSI DELLE VIE URINARIE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;101;26;2;75;0;93;118;0;211;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030097-00;ISTITUTO CLINICO CITTA' STUDI -  MILANO;45.48448443;9.224677218;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;224;INT. SPALLA,GOMITO ESCL.MAGG.SU ARTICOLAZ.SENZA CC;211;ALTRE MALATTIE DEL TESSUTO CONNETTIVO;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;10;10;8;0;0;12;0;0;12;0;0;0;0
2012;323 - ATS DELLA MONTAGNA;030044-00;OSPEDALE GENERALE DI ZONA - CHIAVENNA;46.3222526;9.398922312;26;MEDICINA GENERALE;A;C;304;INTERVENTI SU RENE E URETERE, NON PER NEOPLASIA CON CC;157;INSUFFICIENZA RENALE ACUTA O NON SPECIFICATA;11;MALATTIE E DISTURBI RENE E VIE URINARIE;1;1;0;0;0;7;0;0;7;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030281-01;OSPEDALE DI LEGNANO;45.57377537;8.9059185;12;CHIRURGIA PLASTICA;A;C;229;INT. MANO O POLSO ESCL. MAGG.SU ARTICOLAZ.SENZA CC;229;FRATTURE DEGLI ARTI SUPERIORI;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;93;93;46;0;0;155;0;0;155;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030058-00;OSPEDALE BASSINI - CINISELLO BALSAMO;45.54412325;9.218377646;43;UROLOGIA;A;M;467;ALTRI FATTORI CHE INFLUENZANO LO STATO DI SALUTE;160;CALCOLOSI DELLE VIE URINARIE;23;FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI;23;22;16;1;0;39;1;0;40;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030281-01;OSPEDALE DI LEGNANO;45.57377537;8.9059185;26;MEDICINA GENERALE;A;M;182;GASTROENT., MISCELL. MAL. DIGER.,ETA'> 17 CON CC;135;INFEZIONI INTESTINALI;6;MALATTIE E DISTURBI APPARATO DIGERENTE;3;3;0;0;0;27;0;0;27;0;0;0;0
2012;327 - ATS DELLA VAL PADANA;030353-00;OSPEDALE CIVILE DI VOLTA MANTOVANA;45.33844531;10.66900052;98;DAY SURGERY;A;C;55;MISCELLANEA INT. SU ORECCHIO, NASO, BOCCA E GOLA;134;ALTRE MALATTIE DELLE VIE RESPIRATORIE SUPERIORI;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;51;0;0;0;51;0;0;51;51;0;0;0;0
2012;326 - ATS DI BRESCIA;030176-00;CASA DI CURA S. ANNA - BRESCIA;45.55381415;10.18167955;8;CARDIOLOGIA;A;M;143;DOLORE TORACICO;102;DOLORE TORACICO NON SPECIFICO;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;31;31;3;0;0;105;0;0;105;0;0;0;0
2012;323 - ATS DELLA MONTAGNA;030026-00;OSPEDALE ERBA-  RENALDI - MENAGGIO;46.01845912;9.226188677;26;MEDICINA GENERALE;A;M;79;INFEZ. E INFIAMM. RESPIRATORIE, ETA' > 17 CON CC;122;POLMONITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE);4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;6;6;0;0;0;105;0;0;105;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030010-00;OSPEDALE DI CIRCOLO GALMARINI - TRADATE;45.7230613;8.900866269;50;UNITA' CORONARICA;A;M;121;MAL.CARDIOVASC. CON IMA CON CC CARD.,VIVI;100;INFARTO MIOCARDICO ACUTO;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;1;1;1;0;0;1;0;0;1;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030925-00;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO;45.460597;9.196309144;26;MEDICINA GENERALE;A;M;183;GASTROENT., MISCELL. MAL. DIGER.,ETA'> 17 SENZA CC;135;INFEZIONI INTESTINALI;6;MALATTIE E DISTURBI APPARATO DIGERENTE;6;6;0;0;0;26;0;0;26;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030947-00;I.R.C.C.S. POLICLINICO SAN DONATO;45.41238569;9.274941749;7;CARDIOCHIRURGIA;A;C;104;INT. VALVOLE CARDIACHE CON CATETERISMO CARDIACO;115;ANEURISMI AORTICI, DELLE ARTERIE PERIFERICHE E VISCERALI;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;27;27;0;0;0;356;0;0;356;0;0;0;0
2012;325 - ATS DI BERGAMO;030148-00;POLICLINICO SAN PIETRO S.P.A.;45.6979818;9.574934371;43;UROLOGIA;A;C;339;INT. SUL TESTICOLO NON PER T.M., ETA' > 17;166;ALTRE PATOLOGIE DEGLI ORGANI GENITALI MASCHILI;12;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO MASCHILE;41;37;32;0;4;46;0;4;50;0;0;0;0
2012;326 - ATS DI BRESCIA;030184-00;OSPEDALE DI MANERBIO;45.35666995;10.14405823;9;CHIRURGIA GENERALE;A;C;153;INT. MINORI SU INTESTINO CRASSO E TENUE SENZA CC;12;TUMORI MALIGNI DELL'ESOFAGO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;3;3;0;0;0;26;0;0;26;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030008-00;OSP. GENERALE PROVINCIALE - SARONNO;45.62782133;9.040169373;38;OTORINOLARINGOIATRIA;A;C;461;INT. CON DIA. DI ALTRO CONTATTO CON SERVIZI SANIT.;134;ALTRE MALATTIE DELLE VIE RESPIRATORIE SUPERIORI;23;FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI;1;1;1;0;0;1;0;0;1;0;0;0;0
2012;328 - ATS DI PAVIA;030194-00;OSPEDALE CIVILE - VOGHERA;44.99301965;9.014096301;39;PEDIATRIA;A;M;322;INFEZIONI RENE E VIE URINARIE, ETA' < 18;159;INFEZIONI DELLE VIE URINARIE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;13;13;1;0;0;73;0;0;73;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030903-00;"OSPEDALE DI CIRCOLO ""A. MANZONI"" - LECCO";45.85324969;9.412681005;36;ORTOPEDIA E TRAUMATOLOGIA;A;C;227;INT. SU TESSUTI MOLLI SENZA CC;211;ALTRE MALATTIE DEL TESSUTO CONNETTIVO;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;33;28;1;0;5;100;0;5;105;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030073-00;OSPEDALE DI CIRCOLO - RHO;45.5331359;9.034592146;26;MEDICINA GENERALE;A;M;524;ISCHEMIA CEREBRALE TRANSITORIA;111;ALTRE E MAL DEFINITE VASCULOPATIE CEREBRALI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;23;23;1;0;0;247;0;0;247;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030107-00;ISTITUTI CLINICI ZUCCHI SPA-MONZA;45.58576523;9.272675642;37;OSTETRICIA E GINECOLOGIA;A;C;355;INT. UTERO E ANNESSI PER T.M. NON OVAIO SENZA CC;25;TUMORI MALIGNI DELL'UTERO;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;9;9;2;0;0;19;0;0;19;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030903-00;"OSPEDALE DI CIRCOLO ""A. MANZONI"" - LECCO";45.85324969;9.412681005;37;OSTETRICIA E GINECOLOGIA;A;C;371;PARTO CESAREO SENZA CC;185;GRAVIDANZA PROTRATTA;14;GRAVIDANZA, PARTO E PUERPERIO;8;8;0;0;0;38;0;0;38;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030121-00;CASA DI CURA S. PIO X - MILANO;45.495239;9.189485346;37;OSTETRICIA E GINECOLOGIA;A;C;381;ABORTO CON D&C, ISTEROSUZIONE O ISTEROTOMIA;181;ALTRE COMPLICAZIONI DELLA GRAVIDANZA;14;GRAVIDANZA, PARTO E PUERPERIO;70;70;70;0;0;70;0;0;70;0;0;0;0
2012;328 - ATS DI PAVIA;030198-00;CASA DI CURA BEATO MATTEO;45.30665545;8.869449753;9;CHIRURGIA GENERALE;A;M;47;ALTRE MAL. OCCHIO, ETA' > 17 SENZA CC;23;ALTRI TUMORI MALIGNI NON EPITELIALI DELLA CUTE;2;MALATTIE E DISTURBI OCCHIO;4;0;0;4;0;0;4;0;4;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030916-00;OSPEDALE L. SACCO - MILANO;45.51662275;9.121078554;24;MALATTIE INFETTIVE E TROPICALI;A;M;69;OTITE M.,INFEZ. VIE RESPIR. SUP.,ETA' >17 SENZA CC;124;TONSILLITE ACUTA E CRONICA;3;MALATTIE E DISTURBI ORECCHIO, NASO E GOLA;8;8;0;0;0;42;0;0;42;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030901-00;OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI;45.80802245;8.837196022;14;CHIRURGIA VASCOLARE;A;C;553;ALTRI INTERVENTI VASCOLARI CON CC CON DIAGNOSI CARDIOVASCOLARE MAGGIORE;115;ANEURISMI AORTICI, DELLE ARTERIE PERIFERICHE E VISCERALI;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;2;2;0;0;0;26;0;0;26;0;0;0;0
2012;326 - ATS DI BRESCIA;030295-00;POLIAMBULANZA - BRESCIA;45.51939749;10.23594122;37;OSTETRICIA E GINECOLOGIA;A;M;378;GRAVIDANZA ECTOPICA;180;GRAVIDANZA ECTOPICA;14;GRAVIDANZA, PARTO E PUERPERIO;18;18;2;0;0;52;0;0;52;0;0;0;0
2012;325 - ATS DI BERGAMO;030140-00;OSPEDALE BOLOGNINI - SERIATE;45.68364972;9.716990446;9;CHIRURGIA GENERALE;A;C;149;INT. MAGGIORI INTESTINO CRASSO E TENUE SENZA CC;15;TUMORI MALIGNI DEL RETTO E DELL'ANO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;5;5;0;0;0;83;0;0;83;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030903-00;"OSPEDALE DI CIRCOLO ""A. MANZONI"" - LECCO";45.85324969;9.412681005;39;PEDIATRIA;A;M;239;FRATTURE PATOL.,T.M. SIST.MUSCOLOSCHEL. E CONNETT.;21;TUMORI MALIGNI DELLE OSSA E DEL TESSUTO CONNETTIVO;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;9;0;0;9;0;0;26;0;26;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030074-00;OSPEDALE CIVILE G. FORNAROLI - MAGENTA;45.46739569;8.892487975;26;MEDICINA GENERALE;A;M;204;MAL. PANCREAS ESCL. T.M.;152;DISTURBI DEL PANCREAS (ESCLUSO DIABETE);7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;41;41;1;0;0;440;0;0;440;0;0;0;0
2012;323 - ATS DELLA MONTAGNA;030035-00;C.O.F. LANZO HOSPITAL S.P.A.;45.99845593;9.0548113;56;RECUPERO E RIABILITAZIONE FUNZIONALE;R;M;236;FRATTURE ANCA E PELVI;231;ALTRE FRATTURE;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;2;2;0;0;0;67;0;0;67;0;0;0;0
2012;327 - ATS DELLA VAL PADANA;030908-00;ISTITUTI OSPITALIERI - CREMONA;45.1439181;10.02604335;8;CARDIOLOGIA;A;C;558;INT SISTEMA CARDIOVASC VIA PERCUTANEA CON STENT MED SENZA DIA CARDIOVASC MAGG;101;ATEROSCLEROSI CORONARICA E ALTRE MALATTIE ISCHEMICHE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;99;99;1;0;0;329;0;0;329;0;0;0;0
2012;326 - ATS DI BRESCIA;030157-00;OSPEDALE CIVILE LA MEMORIA DI GAVARDO;45.58732834;10.43793264;37;OSTETRICIA E GINECOLOGIA;A;C;359;INT. UTERO E ANNESSI NON PER T.M. SENZA CC;169;ENDOMETRIOSI;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;7;7;1;0;0;21;0;0;21;0;0;0;0
2012;324 - ATS DELLA BRIANZA;030909-00;OSPEDALE S.GERARDO - MONZA;45.60018518;9.258430902;7;CARDIOCHIRURGIA;A;M;127;INSUFFICIENZA CARDIACA E SHOCK;108;INSUFFICIENZA CARDIACA CONGESTIZIA, NON DA IPERTENSIONE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;1;1;0;0;0;3;0;0;3;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030925-00;FONDAZ.IRCCS CA' GRANDA - OSPEDALE MAGGIORE POLICLINICO;45.460597;9.196309144;49;TERAPIA INTENSIVA;A;C;199;PROC. DIAGNOST. EPATOBILIARI PER T.M.;16;TUMORI MALIGNI DEL FEGATO E DEI DOTTI BILIARI INTRAEPATICI;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;2;2;0;0;0;45;0;0;45;0;0;0;0
2013;328 - ATS DI PAVIA;030203-00;OSPEDALE ASILO VITTORIA - MORTARA;45.24991992;8.754204769;68;PNEUMOLOGIA;A;M;87;EDEMA POLMONARE E INSUFF. RESPIRATORIA;133;ALTRE MALATTIE DELLE VIE RESPIRATORIE INFERIORI;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;14;14;1;0;0;101;0;0;101;0;0;0;0
2012;326 - ATS DI BRESCIA;030159-00;P.O. MONTICHIARI- A.O. SPEDALI CIVILI;45.412634;10.40115173;9;CHIRURGIA GENERALE;A;C;158;INT. SU ANO E STOMA SENZA CC;120;EMORROIDI;6;MALATTIE E DISTURBI APPARATO DIGERENTE;28;28;0;0;0;96;0;0;96;0;0;0;0
2013;323 - ATS DELLA MONTAGNA;030042-00;OSPEDALE SONDRIO;46.1707552;9.879429303;8;CARDIOLOGIA;A;M;138;ARITMIA E ALTERAZIONI CONDUZIONE CARDIACA CON CC;106;ARITMIE CARDIACHE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;17;14;1;3;0;113;3;0;116;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030281-01;OSPEDALE DI LEGNANO;45.57377537;8.9059185;37;OSTETRICIA E GINECOLOGIA;A;C;359;INT. UTERO E ANNESSI NON PER T.M. SENZA CC;46;TUMORI BENIGNI DELL'UTERO;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;46;46;0;0;0;202;0;0;202;0;0;0;0
2012;326 - ATS DI BRESCIA;030295-00;POLIAMBULANZA - BRESCIA;45.51939749;10.23594122;30;NEUROCHIRURGIA;A;C;499;INT. DORSO E COLLO ESCL. ARTRODESI VERTEBR. CON CC;205;SPONDILOSI, PATOLOGIE DEI DISCHI INTERVERTEBRALI, ALTRI DISTURBI DEL DORSO;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;2;2;0;0;0;26;0;0;26;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030935-00;IRCCS    S. RAFFAELE - MILANO;45.50615215;9.267120553;62;NEONATOLOGIA;A;M;467;ALTRI FATTORI CHE INFLUENZANO LO STATO DI SALUTE;256;ESAME MEDICO/VALUTAZIONE;23;FATTORI INFLUENZANTI LO STATO DI SALUTE ED IL RICORSO AI SERVIZI SANITARI;37;37;2;0;0;137;0;0;137;0;0;0;0
2012;327 - ATS DELLA VAL PADANA;030908-00;ISTITUTI OSPITALIERI - CREMONA;45.1439181;10.02604335;37;OSTETRICIA E GINECOLOGIA;A;M;383;ALTRE DIA. PREPARTO CON CC MEDICHE;181;ALTRE COMPLICAZIONI DELLA GRAVIDANZA;14;GRAVIDANZA, PARTO E PUERPERIO;13;13;1;0;0;64;0;0;64;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030389-01;SAN CARLO;45.45355635;9.208149892;9;CHIRURGIA GENERALE;A;C;407;ALTERAZ. MIELOPROLIF.,ETC. CON INT. MAGG. SENZA CC;15;TUMORI MALIGNI DEL RETTO E DELL'ANO;17;MALATTIE E DISTURBI MIELOPROLIFERATIVI E NEOPLASIE SCARSAMENTE DIFFERENZIATE;1;1;0;0;0;8;0;0;8;0;0;0;0
2012;328 - ATS DI PAVIA;030198-00;CASA DI CURA BEATO MATTEO;45.30665545;8.869449753;9;CHIRURGIA GENERALE;A;C;267;INT. PERIANALI E PILONIDALI;197;INFEZIONI DELLA CUTE E DEL TESSUTO SOTTOCUTANEO;9;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;21;20;15;0;1;29;0;1;30;0;0;0;0
2012;323 - ATS DELLA MONTAGNA;030044-00;OSPEDALE GENERALE DI ZONA - CHIAVENNA;46.3222526;9.398922312;26;MEDICINA GENERALE;A;M;320;INFEZIONI RENE E VIE URINARIE, ETA' > 17 CON CC;159;INFEZIONI DELLE VIE URINARIE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;1;1;0;0;0;5;0;0;5;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030367-00;OSPEDALE S. GIUSEPPE - MILANO;45.46292624;9.171718482;56;RECUPERO E RIABILITAZIONE FUNZIONALE;R;M;88;MALATTIA POLMONARE CRONICO-OSTRUTTIVA;127;MALATTIE POLMONARI CRONICHE OSTRUTTIVE E BRONCHIECTASIE;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;204;204;1;0;0;5296;0;0;5296;0;0;0;0
2012;326 - ATS DI BRESCIA;030184-00;OSPEDALE DI MANERBIO;45.35666995;10.14405823;26;MEDICINA GENERALE;A;M;14;EMORRAGIA INTRACRANICA O INFARTO CEREBRALE;109;VASCULOPATIE CEREBRALI ACUTE;1;MALATTIE E DISTURBI SISTEMA NERVOSO;112;112;4;0;0;988;0;0;988;0;0;0;0
2012;326 - ATS DI BRESCIA;030176-00;CASA DI CURA S. ANNA - BRESCIA;45.55381415;10.18167955;26;MEDICINA GENERALE;A;M;253;TRAUMI BRACCIO, GAMBA ESCL. PIEDE,ETA'>17 CON CC;229;FRATTURE DEGLI ARTI SUPERIORI;8;MALATTIE E DISTURBI APPARATO OSTEOMUSCOLARE E TESSUTO CONNETTIVO;2;2;0;0;0;8;0;0;8;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030281-01;OSPEDALE DI LEGNANO;45.57377537;8.9059185;37;OSTETRICIA E GINECOLOGIA;A;C;365;ALTRI INT. APP. RIPRODUTTIVO FEMMINILE;175;ALTRE PATOLOGIE DEGLI ORGANI GENITALI FEMMINILI;13;MALATTIE E DISTURBI APPARATO RIPRODUTTIVO FEMMINILE;2;2;0;0;0;22;0;0;22;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030010-00;OSPEDALE DI CIRCOLO GALMARINI - TRADATE;45.7230613;8.900866269;39;PEDIATRIA;A;M;137;MAL. CARDIACHE CONGENITE E VALV.,ETA' < 18;213;ANOMALIE CONGENITE DEL CUORE E DEL SISTEMA CIRCOLATORIO;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;3;3;0;0;0;18;0;0;18;0;0;0;0
2012;322 - ATS DELL'INSUBRIA;030004-00;OSPEDALE DI CIRCOLO - BUSTO ARSIZIO;45.6213059;8.847283842;26;MEDICINA GENERALE;A;M;321;INFEZIONI RENE E VIE URINARIE, ETA' > 17 SENZA CC;159;INFEZIONI DELLE VIE URINARIE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;46;46;0;0;0;404;0;0;404;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030916-00;OSPEDALE L. SACCO - MILANO;45.51662275;9.121078554;29;NEFROLOGIA;A;M;332;ALTRE DIA. RENE E VIE URINARIE,ETA' >17 SENZA CC;156;NEFRITE, SINDROME NEFROSICA E SCLEROSI RENALE;11;MALATTIE E DISTURBI RENE E VIE URINARIE;11;9;0;2;0;56;5;0;61;0;0;0;0
2012;328 - ATS DI PAVIA;030194-00;OSPEDALE CIVILE - VOGHERA;44.99301965;9.014096301;37;OSTETRICIA E GINECOLOGIA;A;M;373;PARTO VAGINALE SENZA CC;186;DIABETE O ALTERATA TOLLERANZA AL GLUCOSIO COMPLICANTE LA GRAVIDANZA, IL PARTO E IL PUERPERIO;14;GRAVIDANZA, PARTO E PUERPERIO;2;2;0;0;0;15;0;0;15;0;0;0;0
2012;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030281-01;OSPEDALE DI LEGNANO;45.57377537;8.9059185;98;DAY SURGERY;A;C;267;INT. PERIANALI E PILONIDALI;200;ALTRI DISTURBI CUTANEI;9;MALATTIE E DISTURBI PELLE, TESSUTO SOTTOCUTANEO E MAMMELLA;4;0;0;0;4;0;0;4;4;0;0;0;0
